"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.776624242E1,-9.542263597E0,9.048009567E0,-5.463217306E0,1.423966344E1
4.777628842E1,-8.107734021E0,7.625304816E0,-4.212564536E0,1.190068588E1
4.778633542E1,-5.759556534E0,6.071944615E0,-3.237912040E0,8.973576615E0
4.779638142E1,-3.280609870E0,4.128500286E0,-2.327210541E0,5.763924413E0
4.780642842E1,-1.079886591E0,1.992788397E0,-1.619058931E0,2.785446547E0
4.781647442E1,8.275611091E-1,-1.231996644E-1,-1.705232856E0,1.899435348E0
4.782652042E1,2.378590609E0,-2.079416651E0,-1.873516892E0,3.673109370E0
4.783656742E1,3.569421101E0,-3.832576795E0,-1.776415690E0,5.530376532E0
4.784661271E1,4.630105435E0,-5.304309865E0,-1.461981668E0,7.191033993E0
4.785665971E1,5.653124346E0,-6.456307243E0,-1.279488899E0,8.676336204E0
4.786670571E1,6.299891886E0,-7.225927708E0,-1.286052398E0,9.672466065E0
4.787675171E1,6.857612178E0,-7.824575586E0,-5.860775346E-1,1.042085960E1
4.788679871E1,6.668162391E0,-8.259319578E0,9.799360406E-1,1.066025442E1
4.789684471E1,6.536241020E0,-9.039740435E0,9.347282928E-1,1.119433208E1
4.790689171E1,6.279956388E0,-9.601416954E0,5.959125147E-1,1.148826234E1
4.791693771E1,6.206438761E0,-9.979764551E0,4.550735549E-1,1.176106605E1
4.792698371E1,5.806630713E0,-1.028712929E1,5.580441920E-1,1.182596307E1
4.793703071E1,5.166648282E0,-1.055430962E1,3.999840492E-1,1.175787793E1
4.794707671E1,4.422317610E0,-1.066355315E1,5.371497516E-1,1.155667724E1
4.795712371E1,3.794650585E0,-1.060447172E1,4.259790158E-1,1.127100934E1
4.796716971E1,3.615946226E0,-1.037928258E1,-8.046587348E-2,1.099140795E1
4.797721671E1,3.896759927E0,-9.732960595E0,-7.513675768E-2,1.048431712E1
4.798726271E1,4.382472344E0,-8.813632114E0,2.759238940E-2,9.843116185E0
4.799730871E1,4.277301400E0,-7.990377479E0,1.054001552E-1,9.063804318E0
4.800735571E1,3.593388838E0,-7.013878432E0,5.043808587E-1,7.896919276E0
4.801740171E1,2.746341882E0,-5.801676952E0,1.103132781E0,6.512967920E0
4.802744871E1,1.501374360E0,-4.135851406E0,1.931618920E0,4.805262061E0
4.803749471E1,-1.035972832E0,-1.620958691E0,3.039872108E0,3.597439259E0
4.804754071E1,-4.297605271E0,1.412153451E0,3.496754243E0,5.717593784E0
4.805758771E1,-6.706414291E0,4.920101604E0,1.921417283E0,8.536699410E0
4.806763371E1,-8.068379336E0,8.223908256E0,3.902373254E-2,1.152097804E1
4.807768071E1,-8.287213721E0,1.113568073E1,2.385108501E-1,1.388301783E1
4.808772671E1,-8.499878123E0,1.342968961E1,4.562816262E-1,1.590008441E1
4.809777371E1,-8.633329711E0,1.575048108E1,4.041127682E-1,1.796594955E1
4.810781971E1,-8.641219944E0,1.678392265E1,-3.303992593E-1,1.888067545E1
4.811786571E1,-8.335876588E0,1.612400823E1,-3.786995995E-1,1.815527178E1
4.812791271E1,-7.185830426E0,1.522710382E1,-4.178560638E-1,1.684266765E1
4.813795871E1,-5.701942164E0,1.426877325E1,2.161902738E-1,1.536739316E1
4.814800571E1,-4.440028827E0,1.249691721E1,8.618409956E-1,1.329020563E1
4.815805171E1,-3.410658671E0,1.041246085E1,1.338567411E0,1.103828321E1
4.816809771E1,-2.437646318E0,8.292245250E0,1.977706089E0,8.866497179E0
4.817814471E1,-1.272419030E0,6.318879549E0,2.335366237E0,6.855743899E0
4.818819071E1,6.300959587E-3,4.682771891E0,2.232218429E0,5.187599773E0
4.819823771E1,1.091920745E0,3.496097016E0,1.971989851E0,4.159775142E0
4.820828371E1,1.543569623E0,2.400604207E0,1.410042606E0,3.183351675E0
4.821833071E1,1.549854795E0,1.198278674E0,8.741827136E-1,2.145254550E0
4.822837671E1,1.542753936E0,1.331820309E-2,3.390624940E-2,1.543183954E0
4.823842271E1,1.642921418E0,-1.289558973E0,-4.943358904E-1,2.146280761E0
4.824846971E1,2.102151795E0,-2.795239223E0,-8.080536282E-1,3.589617689E0
4.825851571E1,2.973725481E0,-4.408062683E0,-5.396828020E-1,5.344653158E0
4.826856271E1,4.505347488E0,-5.734152721E0,-8.393871027E-1,7.340520017E0
4.827860871E1,5.771273770E0,-6.547700393E0,-3.348168673E-1,8.734533971E0
4.828865471E1,6.753489640E0,-7.207169840E0,2.951189508E-1,9.881296201E0
4.829870171E1,7.721991450E0,-7.737446226E0,5.453773687E-1,1.094507481E1
4.830874771E1,8.666676382E0,-8.030826178E0,1.079910564E0,1.186472315E1
4.831879471E1,9.302775092E0,-8.014028882E0,1.471104494E0,1.236650443E1
4.832884071E1,9.606234475E0,-8.295931334E0,1.413276701E0,1.277104414E1
4.833888771E1,9.597137377E0,-8.629985104E0,1.554188751E0,1.299989198E1
4.834893371E1,9.040679498E0,-9.047380407E0,1.519404835E0,1.288012302E1
4.835897971E1,7.900105240E0,-9.443987104E0,1.305413114E0,1.238162585E1
4.836902671E1,6.621662409E0,-9.494829229E0,6.760749543E-1,1.159548500E1
4.837907271E1,5.683611728E0,-8.958241943E0,-2.767118794E-1,1.061273341E1
4.838911971E1,4.832713796E0,-8.301841700E0,-1.080936166E0,9.666649950E0
4.839916571E1,4.253963993E0,-7.656292135E0,-1.410800405E0,8.871605080E0
4.840921171E1,4.359875194E0,-6.659556459E0,-1.595761870E0,8.118168506E0
4.841925871E1,4.997772508E0,-5.179594603E0,-1.696036355E0,7.394759605E0
4.842930471E1,5.062475458E0,-3.522321194E0,-1.144221750E0,6.272531209E0
4.843935171E1,3.356819263E0,-1.720763061E0,-9.525172770E-1,3.890571968E0
4.844939771E1,-7.266130239E-1,5.426011473E-1,-1.457912591E0,1.716942519E0
4.845944471E1,-4.631733885E0,3.685631003E0,-1.811127101E0,6.190073994E0
4.846949071E1,-6.608706733E0,7.589095933E0,-3.469754140E0,1.064465009E1
4.847953671E1,-7.030207951E0,1.161017527E1,-2.885809085E0,1.387616257E1
4.848958371E1,-7.139096555E0,1.378677323E1,1.115379775E-1,1.552592208E1
4.849962971E1,-7.741715863E0,1.525127037E1,1.146500995E0,1.714204996E1
4.850967671E1,-8.042724093E0,1.591992637E1,1.766150318E0,1.792341356E1
4.851972271E1,-7.394633328E0,1.515882706E1,2.127039299E0,1.699985106E1
4.852976871E1,-5.975349197E0,1.401076719E1,2.642123596E-1,1.523404751E1
4.853981571E1,-4.157826412E0,1.359066463E1,-2.714828314E0,1.446941527E1
4.854986171E1,-2.973320854E0,1.345399883E1,-4.202780975E0,1.440534933E1
4.855990871E1,-2.834520233E0,1.266154206E1,-2.957854968E0,1.330781944E1
4.856995471E1,-3.555740955E0,1.060300173E1,-1.641773025E0,1.130320123E1
4.858000171E1,-4.160341299E0,7.986327113E0,-1.173946729E0,9.081189977E0
4.859004771E1,-4.262538934E0,5.728135352E0,-1.232017694E0,7.245594549E0
4.860009371E1,-3.920587916E0,3.802871186E0,-1.675341890E0,5.713108550E0
4.861014071E1,-3.241250800E0,2.011984221E0,-1.943078878E0,4.281278171E0
4.862018671E1,-2.255650561E0,5.597539544E-1,-1.876226492E0,2.986889652E0
4.863023371E1,-1.393682097E0,-7.103039700E-1,-1.721524369E0,2.326054098E0
4.864027971E1,-5.253828514E-1,-1.881676097E0,-1.381750853E0,2.392899391E0
4.865032571E1,4.401093972E-1,-3.143174282E0,-8.809274769E-1,3.293823625E0
4.866037271E1,1.502199402E0,-4.345023851E0,-4.343791989E-1,4.617848049E0
4.867041871E1,2.484150978E0,-5.634129665E0,-3.497559551E-1,6.167394296E0
4.868046571E1,3.292284713E0,-6.901330640E0,-2.802992193E-1,7.651540426E0
4.869051171E1,4.065670785E0,-8.146223318E0,5.447024904E-2,9.104592263E0
4.870055771E1,4.950841586E0,-9.137709948E0,4.417068565E-1,1.040209981E1
4.871060471E1,5.425243149E0,-9.721818725E0,6.144453013E-1,1.115009263E1
4.872065071E1,5.836226980E0,-1.013570862E1,9.510671675E-1,1.173450738E1
4.873069771E1,6.026175535E0,-1.031390252E1,1.022631240E0,1.198904297E1
4.874074371E1,6.079840695E0,-1.030202682E1,1.125344599E0,1.201509967E1
4.875079071E1,6.320375851E0,-1.009701409E1,1.220046104E0,1.197436248E1
4.876083671E1,6.374882426E0,-9.809291317E0,5.411656559E-1,1.171128440E1
4.877088271E1,5.692290750E0,-9.493063370E0,1.010562587E-1,1.106935583E1
4.878092971E1,5.006190745E0,-9.223947608E0,-1.987024212E-1,1.049679179E1
4.879097571E1,4.490158761E0,-8.933386014E0,-6.480515885E-1,1.001932544E1
4.880102271E1,4.221562232E0,-8.298546209E0,-7.763266361E-1,9.342919239E0
4.881106871E1,4.348654388E0,-7.359321992E0,-8.421452343E-1,8.589506608E0
4.882111571E1,4.155306846E0,-6.151553287E0,-8.467189264E-1,7.471620692E0
4.883116171E1,3.183800737E0,-4.387306822E0,-6.492198622E-1,5.459536126E0
4.884120904E1,1.004004934E0,-2.500987451E0,-1.040426656E0,2.888849557E0
4.885125604E1,-2.452863112E0,-4.256714523E-1,-7.077996075E-1,2.588187380E0
4.886130204E1,-5.696542261E0,2.661291792E0,7.661020121E-2,6.287999432E0
4.887134904E1,-8.065690202E0,6.242878609E0,1.527254137E0,1.031316619E1
4.888139504E1,-8.569642423E0,9.178726997E0,4.618450180E0,1.337975645E1
4.889144104E1,-6.833605850E0,1.194276255E1,5.957123426E0,1.499383426E1
4.890148804E1,-3.894217558E0,1.370318143E1,6.585950539E0,1.569448490E1
4.891153404E1,-1.583163459E0,1.510293469E1,1.489922004E0,1.525860119E1
4.892158104E1,-7.153729212E-1,1.480460624E1,-3.042379979E0,1.513090216E1
4.893162704E1,-3.320277089E-1,1.391259595E1,-4.086303270E-1,1.392255534E1
4.894167404E1,-2.724931133E0,1.386829978E1,2.382022340E0,1.433279523E1
4.895172004E1,-4.466069694E0,1.251569262E1,2.639394554E0,1.354823767E1
4.896176604E1,-5.717662404E0,1.140295696E1,1.529426962E0,1.284749928E1
4.897181304E1,-6.339913738E0,9.906712947E0,1.726047775E0,1.188767044E1
4.898185904E1,-4.494367002E0,7.440635712E0,2.503798792E0,9.046071133E0
4.899190604E1,-1.427025259E0,5.078976300E0,2.904928311E0,6.022541809E0
4.900195204E1,7.145753610E-1,3.500820397E0,2.029420034E0,4.109124855E0
4.901199804E1,1.041956288E0,2.846398267E0,1.606658156E0,3.430598553E0
4.902204504E1,5.213120198E-1,2.055717301E0,5.598521876E-1,2.193438925E0
4.903209104E1,-1.134313059E-1,1.089822764E0,-4.817918221E-1,1.196956005E0
4.904213804E1,-3.345420116E-1,2.187624639E-1,-1.072471737E0,1.144539645E0
4.905218404E1,2.346218669E-1,-9.086087805E-1,-1.380250458E0,1.669044236E0
4.906223104E1,1.398992538E0,-2.266944458E0,-1.436914655E0,3.026704648E0
4.907227704E1,2.497171558E0,-3.994375100E0,-1.049409149E0,4.826194960E0
4.908232304E1,3.065011627E0,-5.965798355E0,-1.290307417E0,6.830076099E0
4.909237004E1,4.060473195E0,-6.632722417E0,-1.165414399E0,7.863754825E0
4.910241604E1,6.086312978E0,-6.065147812E0,-8.020017600E-1,8.629741043E0
4.911246304E1,7.806748011E0,-6.234555683E0,-1.995539585E-2,9.990765600E0
4.912250904E1,8.487163938E0,-7.475054178E0,4.119223094E-1,1.131715806E1
4.913255504E1,8.658018994E0,-9.055113350E0,9.017084813E-1,1.256063091E1
4.914260204E1,9.364239269E0,-1.021602832E1,1.827915042E0,1.397846505E1
4.915264804E1,9.918538356E0,-1.010886289E1,2.693916916E0,1.441609171E1
4.916269504E1,9.171475865E0,-9.021671369E0,2.035431556E0,1.302495702E1
4.917274104E1,7.581654766E0,-8.156610897E0,7.346049982E-1,1.116026141E1
4.918278804E1,5.524694347E0,-7.819881442E0,-6.893744463E-1,9.599376569E0
4.919283404E1,3.485740428E0,-7.559071650E0,-1.402059402E0,8.441310390E0
4.920288004E1,2.569238491E0,-6.961954572E0,-1.245994293E0,7.524779044E0
4.921292704E1,3.243873276E0,-6.076933460E0,-1.011609823E0,6.962412552E0
4.922297304E1,4.335176556E0,-5.028537049E0,-1.147162900E0,6.737649689E0
4.923302004E1,4.880292006E0,-3.781497273E0,-3.573642790E-2,6.173997796E0
4.924306604E1,4.457872775E0,-2.141711717E0,2.428117111E0,5.509565451E0
4.925311304E1,1.754924249E0,-3.483186364E-3,2.041755320E0,2.692310539E0
4.926315904E1,-2.245669949E0,2.287884507E0,1.645383096E-1,3.210065715E0
4.927320504E1,-5.252840334E0,4.606648745E0,5.961458552E-1,7.012056340E0
4.928325204E1,-7.047870051E0,6.098924838E0,1.659336891E0,9.466929563E0
4.929329804E1,-7.811956125E0,7.218575419E0,1.291478029E0,1.071458842E1
4.930334504E1,-7.906846495E0,9.771390250E0,4.609126210E-2,1.256982153E1
4.931339104E1,-6.682257689E0,1.322506747E1,-1.728380814E0,1.491785097E1
4.932343704E1,-4.307596409E0,1.591717467E1,-1.261355513E0,1.653792170E1
4.933348404E1,-2.557378584E0,1.661745710E1,2.680878393E-1,1.681522931E1
4.934353004E1,-2.036417397E0,1.574831878E1,1.102429361E0,1.591765971E1
4.935357704E1,-1.983468520E0,1.486741352E1,1.260455042E0,1.505200582E1
4.936362304E1,-2.551294556E0,1.438505448E1,1.301434668E0,1.466740020E1
4.937367004E1,-3.283837826E0,1.318223311E1,1.294653068E0,1.364664747E1
4.938371604E1,-3.830299889E0,1.090086357E1,8.473094952E-1,1.158524739E1
4.939376204E1,-3.854524319E0,8.314354157E0,5.248601103E-1,9.179396544E0
4.940380904E1,-3.203239805E0,6.219868062E0,-2.406363358E-2,6.996290661E0
4.941385504E1,-2.056431246E0,5.001244585E0,-2.609933943E-1,5.413822533E0
4.942390204E1,-8.212274051E-1,3.936437963E0,-6.425861961E-1,4.072207670E0
4.943394804E1,9.542246640E-2,2.248216996E0,-1.153033504E0,2.528452367E0
4.944399404E1,1.100011245E0,5.687662679E-1,-7.467490804E-1,1.446082292E0
4.945404104E1,2.045598110E0,-1.135512323E0,-1.252572265E-1,2.342978710E0
4.946408704E1,2.754951323E0,-2.930187698E0,2.882045086E-1,4.032222535E0
4.947413404E1,3.061101594E0,-4.661451774E0,9.518518639E-1,5.657340150E0
4.948418004E1,2.896399855E0,-6.343035566E0,1.627667786E0,7.160484253E0
4.949422704E1,2.460666806E0,-7.688116191E0,1.701114224E0,8.249594008E0
4.950427304E1,2.087333196E0,-8.637639694E0,1.738699395E0,9.054769734E0
4.951431904E1,2.171048368E0,-9.098430693E0,1.498420347E0,9.473128080E0
4.952436604E1,2.324427266E0,-9.169569088E0,9.580018922E-1,9.507982278E0
4.953441204E1,2.168137624E0,-9.460202018E0,6.633724630E-2,9.705701603E0
4.954445904E1,2.265879973E0,-9.893700553E0,-5.069611984E-1,1.016250620E1
4.955450504E1,2.758996719E0,-9.994121804E0,-5.839219585E-2,1.036812149E1
4.956455104E1,3.862309594E0,-9.954959493E0,4.645753169E-1,1.068805334E1
4.957459804E1,5.030346177E0,-9.888862567E0,9.604689056E-1,1.113626895E1
4.958464404E1,5.868791878E0,-9.769227950E0,6.988147759E-1,1.141791903E1
4.959469104E1,6.793352448E0,-9.098076351E0,8.034425139E-1,1.138288850E1
4.960473704E1,7.277535233E0,-8.324287992E0,5.272234818E-1,1.106951915E1
4.961478404E1,6.971194342E0,-7.965851918E0,-1.530106701E-1,1.058658394E1
4.962483004E1,5.634828992E0,-8.014402519E0,-4.411356566E-1,9.806964167E0
4.963487604E1,3.888724099E0,-7.967318400E0,-4.972747741E-1,8.879618224E0
4.964492304E1,2.727143427E0,-7.132796765E0,-7.457006747E-1,7.672689910E0
4.965496904E1,1.980542281E0,-5.630707875E0,-3.246754199E-1,5.977694625E0
4.966501604E1,1.191626882E0,-3.520738353E0,8.460676197E-1,3.812007816E0
4.967506204E1,-5.729964361E-1,-1.128207981E0,3.017955574E0,3.272496602E0
4.968510804E1,-3.026230846E0,1.988264991E0,5.254069419E0,6.380949480E0
4.969515504E1,-4.846690688E0,7.101641046E0,2.282861164E0,8.895795145E0
4.970520104E1,-5.666815601E0,1.368052464E1,-1.706375987E0,1.490574629E1
4.971524804E1,-5.621934128E0,1.766417536E1,8.794593141E-1,1.855808943E1
4.972529404E1,-5.182181411E0,1.681940940E1,3.596660939E0,1.796339352E1
4.973534104E1,-4.904316460E0,1.501385002E1,4.197529006E0,1.634280460E1
4.974538704E1,-4.276887417E0,1.370410061E1,3.812122065E0,1.485349838E1
4.975543304E1,-2.907905713E0,1.250260772E1,3.782828100E0,1.338211134E1
4.976548004E1,-1.176682861E0,1.136335494E1,4.009795377E0,1.210738935E1
4.977552604E1,4.682193017E-1,1.041164575E1,4.313451810E0,1.127951519E1
4.978557304E1,1.795224429E0,9.540769048E0,4.547502404E0,1.072048893E1
4.979561904E1,2.255963972E0,8.478621740E0,4.622784137E0,9.916982063E0
4.980566504E1,2.568258498E0,7.171957907E0,4.335505754E0,8.765246264E0
4.981571204E1,2.687054916E0,5.927542362E0,4.087623571E0,7.685355492E0
4.982575804E1,2.651590676E0,4.579384348E0,3.416914607E0,6.298968134E0
4.983580504E1,2.414799492E0,3.141363400E0,3.341587851E0,5.183206533E0
4.984585054E1,2.011069424E0,1.645021738E0,3.287246752E0,4.190046296E0
4.985589754E1,1.678120779E0,1.873681784E-1,2.694883461E0,3.180187581E0
4.986594354E1,1.420693309E0,-1.111808295E0,2.079549968E0,2.753001132E0
4.987598954E1,1.385872263E0,-2.357738269E0,1.622279577E0,3.179836899E0
4.988603654E1,1.526025637E0,-3.420509475E0,1.425686831E0,4.007645475E0
4.989608254E1,1.773098272E0,-4.257661772E0,1.218933891E0,4.770467595E0
4.990612954E1,2.096445205E0,-4.889298472E0,9.118528157E-1,5.397388035E0
4.991617554E1,2.574504201E0,-5.434230319E0,8.706380584E-1,6.075931342E0
4.992622254E1,3.372444193E0,-5.675554265E0,7.800823027E-1,6.647843594E0
4.993626854E1,4.081605617E0,-5.698810396E0,6.469920000E-1,7.039498774E0
4.994631454E1,4.374673328E0,-5.702442686E0,5.437482979E-1,7.207723741E0
4.995636154E1,4.354970550E0,-5.893678213E0,3.633143326E-1,7.337111739E0
4.996640754E1,4.184127188E0,-6.358507884E0,1.184813999E-2,7.611680708E0
4.997645454E1,4.112528032E0,-6.828366160E0,-4.220199392E-1,7.982328736E0
4.998650054E1,4.144314666E0,-7.016120839E0,-4.873999963E-1,8.163262487E0
4.999654654E1,4.143242871E0,-7.141018535E0,-6.838669538E-1,8.284218805E0
5.000659354E1,3.936247344E0,-7.421535782E0,-4.058043677E-1,8.410583434E0
5.001663954E1,3.946673222E0,-7.768553413E0,2.648918791E-1,8.717615463E0
5.002668654E1,4.167155644E0,-8.094065570E0,7.331993276E-1,9.133272407E0
5.003673254E1,4.355046271E0,-8.120573337E0,1.549548547E0,9.344048376E0
5.004677954E1,4.567172730E0,-7.635791212E0,2.494185970E0,9.240418705E0
5.005682554E1,4.386811270E0,-6.343312140E0,2.908991541E0,8.242812251E0
5.006687154E1,3.396497884E0,-3.875862563E0,2.852631399E0,5.890332281E0
5.007691854E1,1.597427157E0,-6.567276871E-1,3.317383887E0,3.740066928E0
5.008696454E1,-4.282202536E-1,3.521593215E0,3.680165611E0,5.111615232E0
5.009701154E1,-1.940926225E0,8.524750425E0,5.566777708E-1,8.760619530E0
5.010705754E1,-3.082083743E0,1.349777342E1,-1.758048416E0,1.395635561E1
5.011710354E1,-3.418723735E0,1.602029266E1,3.284677047E-2,1.638104172E1
5.012715054E1,-2.913922206E0,1.490416912E1,1.824393849E0,1.529554225E1
5.013719654E1,-2.869679249E0,1.267928719E1,2.363439304E0,1.321307035E1
5.014724354E1,-2.860675121E0,1.092018979E1,2.387798805E0,1.153843968E1
5.015728954E1,-2.490316283E0,9.920603592E0,2.371263463E0,1.049966386E1
5.016733654E1,-1.649751258E0,9.144758767E0,2.185415561E0,9.545906625E0
5.017738254E1,-6.242265236E-1,8.354661353E0,2.256974371E0,8.676632895E0
5.018742854E1,1.483918083E-1,7.268996544E0,2.301244810E0,7.626011970E0
5.019747554E1,3.886998001E-1,5.917279329E0,2.116505540E0,6.296417862E0
5.020752154E1,3.637295580E-1,4.520186552E0,1.878943108E0,4.908646744E0
5.021756854E1,2.950200963E-1,3.047873438E0,2.050982226E0,3.685525396E0
5.022761454E1,5.055490959E-1,1.391009919E0,2.484345691E0,2.891792177E0
5.023766154E1,8.966035697E-1,-2.565003937E-1,2.931844799E0,3.076589725E0
5.024770754E1,1.079564409E0,-1.705070304E0,2.838153108E0,3.482504432E0
5.025775354E1,1.228653790E0,-2.873719382E0,2.490074208E0,3.996038386E0
5.026780054E1,1.433569171E0,-3.841879715E0,2.090160910E0,4.602600672E0
5.027784654E1,1.530157572E0,-4.414210446E0,1.711643744E0,4.975576385E0
5.028789354E1,1.577202222E0,-4.694907787E0,1.464269099E0,5.164669397E0
5.029793954E1,1.510529200E0,-5.057347450E0,1.144689528E0,5.400812513E0
5.030798554E1,1.275692155E0,-5.615834312E0,8.694517314E-1,5.824167907E0
5.031803254E1,9.746403636E-1,-6.331790786E0,6.895293975E-1,6.443364741E0
5.032807854E1,8.181001680E-1,-7.024929669E0,7.689094430E-1,7.114080860E0
5.033812554E1,8.606157115E-1,-7.524009406E0,1.243882864E0,7.674543734E0
5.034817154E1,1.127484680E0,-7.921501957E0,1.417486112E0,8.125926521E0
5.035821854E1,1.248126334E0,-8.317378922E0,1.556106053E0,8.553249530E0
5.036826454E1,1.422209931E0,-8.478758565E0,1.866175713E0,8.797422332E0
5.037831054E1,1.733666112E0,-8.312601746E0,2.121014328E0,8.752350985E0
5.038835754E1,2.049175290E0,-7.886941404E0,2.516233481E0,8.528446225E0
5.039840354E1,2.373368753E0,-7.273500654E0,3.214764082E0,8.298879389E0
5.040845054E1,2.495741329E0,-6.452680215E0,4.033635060E0,8.008496646E0
5.041849654E1,2.254966876E0,-5.306911876E0,4.450388339E0,7.283827678E0
5.042854254E1,1.785512788E0,-3.795012528E0,4.685739938E0,6.288587661E0
5.043858954E1,1.347662317E0,-1.760747491E0,4.663471402E0,5.163757446E0
5.044863554E1,8.889874251E-1,4.715615702E-1,4.556849763E0,4.666642125E0
5.045868254E1,4.512626687E-1,2.910797746E0,4.486257498E0,5.366832199E0
5.046872854E1,-7.042642348E-1,5.863506580E0,3.067889042E0,6.654971127E0
5.047877554E1,-2.715396371E0,9.141516486E0,1.742660884E0,9.694202807E0
5.048882154E1,-3.417343208E0,1.132915340E1,2.438673674E0,1.208201476E1
5.049886754E1,-3.493111428E0,1.083727510E1,3.078381286E0,1.179511722E1
5.050891454E1,-3.815002989E0,9.410625231E0,3.448404787E0,1.072406689E1
5.051896054E1,-4.023615563E0,8.005003120E0,4.066558977E0,9.839027343E0
5.052900754E1,-3.962354285E0,7.069179643E0,3.931527472E0,9.007244893E0
5.053905354E1,-3.386373430E0,6.521889614E0,4.554258862E0,8.645452153E0
5.054909954E1,-2.850960557E0,5.853685597E0,4.690862099E0,8.024823886E0
5.055914654E1,-2.284497508E0,4.968854519E0,4.526012133E0,7.098818910E0
5.056919254E1,-1.396088957E0,3.794823078E0,4.550830055E0,6.087676138E0
5.057923954E1,-3.785179704E-1,2.444312729E0,4.359352453E0,5.012174616E0
5.058928554E1,4.670160909E-1,1.058468240E0,3.167193475E0,3.371879824E0
5.059933254E1,1.191639746E0,-4.999603271E-2,2.162682171E0,2.469756883E0
5.060937854E1,1.479851783E0,-1.198924792E0,2.394776872E0,3.059793820E0
5.061942454E1,1.594891804E0,-2.402202251E0,2.422948757E0,3.766289447E0
5.062947154E1,1.318575050E0,-3.492217389E0,2.324173497E0,4.397272438E0
5.063951754E1,4.925075392E-1,-4.449632878E0,2.117334675E0,4.952262367E0
5.064956454E1,-4.790889832E-1,-5.258089964E0,2.130528333E0,5.693521520E0
5.065961054E1,-1.161073718E0,-5.914341688E0,2.496510823E0,6.523809935E0
5.066965754E1,-2.032476519E0,-6.478964619E0,2.576289064E0,7.262589667E0
5.067970354E1,-2.927731867E0,-7.001873513E0,2.283129551E0,7.925309277E0
5.068974954E1,-3.334635804E0,-7.097245694E0,2.251890802E0,8.158535688E0
5.069979654E1,-3.207783969E0,-6.680387165E0,2.213324906E0,7.734097090E0
5.070984254E1,-2.776964920E0,-6.278903890E0,2.466069049E0,7.295043850E0
5.071988954E1,-1.988965780E0,-5.812236439E0,2.304202917E0,6.561053907E0
5.072993554E1,-1.022237357E0,-4.210002286E0,2.438114680E0,4.971266605E0
5.073998254E1,-6.444054110E-1,-2.687782018E0,2.431940020E0,3.681543531E0
5.075002854E1,-1.108014987E0,-1.173394679E0,2.018194549E0,2.584117165E0
5.076007454E1,-1.566047781E0,9.541819793E-1,1.388199162E0,2.300014308E0
5.077012154E1,-1.747620784E0,2.894344851E0,7.817025661E-1,3.470226134E0
5.078016754E1,-2.133305175E0,3.901531255E0,3.493448228E-1,4.460378786E0
5.079021454E1,-2.498511155E0,4.111907058E0,1.650242132E-1,4.814308947E0
5.080026054E1,-2.274724471E0,3.557246028E0,3.354150009E-1,4.235666884E0
5.081030754E1,-1.806365567E0,2.573296459E0,4.963151729E-1,3.182945174E0
5.082035354E1,-1.560611917E0,1.881905308E0,5.087995631E-1,2.497189248E0
5.083039954E1,-1.434927040E0,1.556895427E0,4.206135742E-1,2.158669674E0
5.084044604E1,-1.244271850E0,9.904130816E-1,1.276844788E-1,1.595441580E0
5.085049204E1,-8.895683460E-1,-7.087994814E-3,-1.815461057E-1,9.079323050E-1
5.086053904E1,-8.332444565E-1,-1.118898629E0,-7.710080087E-2,1.397202562E0
5.087058504E1,-1.111963977E0,-1.949194481E0,2.871485380E-1,2.262361000E0
5.088063204E1,-1.579299619E0,-2.176005052E0,6.889487690E-1,2.775578440E0
5.089067804E1,-1.973141460E0,-1.730492243E0,8.452249628E-1,2.757226118E0
5.090072404E1,-2.180180549E0,-8.672847533E-1,6.996374792E-1,2.448440866E0
5.091077104E1,-2.234915458E0,8.252058506E-2,6.336370325E-1,2.324468249E0
5.092081704E1,-2.255809606E0,7.192595655E-1,5.712706304E-1,2.435643946E0
5.093086404E1,-2.268389013E0,1.337833586E0,4.903538635E-1,2.678774781E0
5.094091004E1,-2.038416121E0,2.195385064E0,9.314610880E-2,2.997254087E0
5.095095704E1,-1.976614560E0,3.160456898E0,-2.698829162E-1,3.737422870E0
5.096100304E1,-2.051645593E0,3.801570765E0,-6.832448101E-1,4.373558435E0
5.097104904E1,-2.091107136E0,3.923367682E0,-8.854490557E-1,4.533162588E0
5.098109604E1,-1.952004653E0,3.556418647E0,-8.608487961E-1,4.147227557E0
5.099114204E1,-1.829498322E0,3.151522937E0,-5.010350454E-1,3.678341617E0
5.100118904E1,-1.597179527E0,3.122779779E0,-9.321104944E-2,3.508763926E0
5.101123504E1,-1.481896116E0,3.485347495E0,1.753514924E-1,3.791360100E0
5.102128204E1,-1.343810317E0,3.925071561E0,2.456953239E-1,4.156005187E0
5.103132804E1,-1.148503009E0,3.983800995E0,3.431765950E-1,4.160228323E0
5.104137404E1,-7.507956460E-1,3.862771817E0,5.515093803E-1,3.973520204E0
5.105142104E1,-3.930125602E-1,3.806588261E0,5.489950776E-2,3.827216614E0
5.106146704E1,-1.658233814E-1,3.530631257E0,-2.179323055E-1,3.541235512E0
5.107151404E1,6.538184781E-2,2.722898056E0,-2.637205356E-1,2.736420496E0
5.108156004E1,4.357519790E-1,1.627778884E0,-3.611749826E-1,1.723366255E0
5.109160704E1,6.997334466E-1,2.083199215E-1,-4.432383154E-1,8.540985249E-1
