"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.329707733E1,1.745726250E-1,7.673032129E-1,-3.609075748E0,3.693867563E0
1.330712333E1,1.531578737E-1,2.825608492E-1,-3.095919424E0,3.112557638E0
1.331717033E1,4.962272454E-2,1.941912943E-1,-2.347484592E0,2.356025590E0
1.332721633E1,-1.121332057E-1,1.455956697E-1,-9.682725996E-1,9.855575995E-1
1.333726233E1,-5.263995360E-1,-6.164631754E-1,8.735833740E-1,1.191751329E0
1.334730933E1,-4.015138270E-1,-6.642594856E-1,6.304649180E-1,9.999700147E-1
1.335735533E1,-3.271378652E-1,-7.543025136E-1,1.494120889E0,1.705399864E0
1.336740133E1,-3.344634990E-2,-6.260350674E-1,1.797150502E0,1.903362417E0
1.337744833E1,5.043325096E-1,-6.472692311E-2,2.224689555E0,2.282057070E0
1.338749433E1,1.951263226E0,5.246548730E-1,3.247624265E0,3.824886178E0
1.339754133E1,3.163867871E0,5.312557948E-1,4.836200491E0,5.803544418E0
1.340758733E1,3.647734322E0,3.389613372E-1,7.426531059E0,8.280955502E0
1.341763333E1,3.238708723E0,2.282981032E-1,7.845651875E0,8.490913235E0
1.342768033E1,2.453314225E0,-3.989531851E-1,7.045309555E0,7.470896938E0
1.343772633E1,1.295647971E0,-1.087358748E0,5.169164924E0,5.438871089E0
1.344777233E1,-4.417668635E-1,-1.950933443E0,3.535910708E0,4.062507082E0
1.345781933E1,-1.778070598E0,-1.700373235E0,3.918467715E0,4.626790835E0
1.346786533E1,-1.551303004E0,-5.052304226E-1,5.184181743E0,5.434844905E0
1.347791133E1,-3.642216743E-1,5.036008036E-1,6.276340470E0,6.307037410E0
1.348795833E1,5.879137795E-1,5.855173713E-1,7.977979043E0,8.021011334E0
1.349800433E1,8.209009112E-1,6.636993223E-1,8.497172617E0,8.562494822E0
1.350805033E1,6.931514552E-1,2.634386998E-1,7.936452702E0,7.971018780E0
1.351809733E1,3.358263160E-1,-3.674372774E-1,7.008652775E0,7.026307935E0
1.352814333E1,9.666130867E-2,-7.795127839E-1,5.483382599E0,5.539356309E0
1.353819033E1,-2.515731644E-2,-1.241209517E0,4.112184801E0,4.295497385E0
1.354823633E1,-4.345878714E-1,-1.424484644E0,3.367592758E0,3.682214565E0
1.355828233E1,-3.978738622E-1,-1.369810254E0,3.501698649E0,3.781081482E0
1.356832933E1,2.790507291E-1,-1.049239579E0,4.236282597E0,4.373198286E0
1.357837533E1,7.884247445E-1,-7.646649492E-1,5.052962038E0,5.170952661E0
1.358842133E1,1.030890724E0,-5.303640944E-1,5.670705169E0,5.787997829E0
1.359846833E1,1.116873007E0,-3.054410040E-1,5.766641605E0,5.881739107E0
1.360851433E1,9.939248463E-1,-4.262129045E-1,5.341596975E0,5.449972686E0
1.361856033E1,5.677447228E-1,-7.735644114E-1,4.538778943E0,4.639100157E0
1.362860733E1,6.885845605E-2,-8.155877656E-1,3.877923122E0,3.963358756E0
1.363865333E1,-4.770223580E-1,-6.890984577E-1,3.903206483E0,3.992170820E0
1.364869933E1,-8.803467753E-1,-6.435696977E-1,4.143102538E0,4.284214168E0
1.365874633E1,-8.561742396E-1,-6.237868130E-1,4.474407531E0,4.598093852E0
1.366879233E1,-3.804884820E-1,-6.608230770E-1,4.400037380E0,4.465622865E0
1.367883933E1,-4.147857640E-1,-1.164202271E0,3.951538982E0,4.140298840E0
1.368888533E1,-8.754273666E-1,-1.609664209E0,3.021831109E0,3.533957441E0
1.369893133E1,-1.131630649E0,-1.868096523E0,1.986386865E0,2.952305087E0
1.370897833E1,-9.247886840E-1,-2.025614666E0,1.344982976E0,2.601408867E0
1.371902433E1,-5.736293972E-1,-2.281961278E0,6.641858107E-1,2.444900969E0
1.372907033E1,-4.037844470E-1,-2.469835240E0,1.171828429E-1,2.505366203E0
1.373911733E1,-7.012839820E-2,-2.277510962E0,9.070873350E-1,2.452505170E0
1.374916333E1,5.532047074E-1,-1.651379415E0,2.355532115E0,2.929440384E0
1.375920933E1,1.342695253E0,-9.640947640E-1,3.306413341E0,3.696576583E0
1.376925633E1,2.241778042E0,-5.349559128E-2,3.571079956E0,4.216757358E0
1.377930233E1,2.413606222E0,6.829360771E-1,2.631926490E0,3.635785160E0
1.378934833E1,1.625832638E0,1.903736472E-2,1.750238290E0,2.388938731E0
1.379939533E1,6.534531002E-1,-6.977342105E-1,1.107580685E0,1.463068336E0
1.380944117E1,-9.524639212E-2,-9.701957488E-1,2.710148641E-1,1.011830382E0
1.381948817E1,-1.290502422E-1,-7.226152825E-1,-1.008423968E-1,7.409426432E-1
1.382953417E1,1.024608695E-1,-3.884743899E-1,-4.855638975E-1,6.302244679E-1
1.383958017E1,3.013844982E-2,-6.964033842E-3,-1.198709468E0,1.199108508E0
1.384962717E1,-1.366556425E-2,6.177431309E-1,-2.126658645E0,2.214603874E0
1.385967317E1,-2.140825352E-1,1.081027383E0,-3.134347326E0,3.322436559E0
1.386971917E1,-7.024562026E-1,1.187605167E0,-3.953663276E0,4.187517647E0
1.387976617E1,-7.773950686E-1,1.131599366E0,-4.674785764E0,4.872215324E0
1.388981217E1,-8.932224903E-2,1.436403024E0,-4.718516505E0,4.933115661E0
1.389985817E1,3.110386167E-2,1.917493216E0,-4.561597703E0,4.948325099E0
1.390990517E1,3.233643645E-2,2.162413200E0,-4.636032173E0,5.115649597E0
1.391995117E1,2.099055767E-1,2.088669870E0,-4.771841943E0,5.213163886E0
1.392999817E1,-6.385641888E-2,1.754071140E0,-5.390624709E0,5.669186710E0
1.394004417E1,-8.466767534E-1,1.369434863E0,-6.500326837E0,6.696750134E0
1.395009017E1,-1.578817662E0,1.120083275E0,-7.070474217E0,7.330679191E0
1.396013717E1,-1.816120039E0,9.863586223E-1,-7.051815167E0,7.348421087E0
1.397018317E1,-1.623395372E0,9.121691501E-1,-6.776762727E0,7.027942669E0
1.398022917E1,-9.864783441E-1,1.011118657E0,-6.010111479E0,6.173891840E0
1.399027617E1,-2.671558114E-2,1.413853236E0,-4.931516538E0,5.130258284E0
1.400032217E1,8.228359010E-1,1.831416939E0,-4.034988105E0,4.506914237E0
1.401036817E1,1.587338955E0,2.128164888E0,-3.310263147E0,4.243415235E0
1.402041517E1,1.951782751E0,2.164881894E0,-2.533610237E0,3.862039662E0
1.403046117E1,1.600047732E0,2.076498891E0,-2.254374699E0,3.457485455E0
1.404050717E1,7.474997898E-1,1.964456298E0,-2.597526151E0,3.341404882E0
1.405055417E1,-2.853309859E-1,1.599801126E0,-2.932410225E0,3.352582160E0
1.406060017E1,-1.207291865E0,1.401727281E0,-3.614984944E0,4.060850793E0
1.407064717E1,-1.949382176E0,1.196171923E0,-4.582386893E0,5.121443915E0
1.408069317E1,-2.149659399E0,8.320313054E-1,-5.200901272E0,5.688821114E0
1.409073917E1,-1.771838636E0,7.450557268E-1,-5.592498075E0,5.913590695E0
1.410078617E1,-7.423753631E-1,8.770361549E-1,-5.359957232E0,5.481738331E0
1.411083217E1,2.713746871E-1,8.539028156E-1,-4.416941096E0,4.506901694E0
1.412087817E1,7.409875265E-1,9.802892125E-1,-3.740871989E0,3.937531294E0
1.413092517E1,2.680924622E-1,1.263602014E0,-3.327711824E0,3.569625975E0
1.414097117E1,-3.111511390E-1,1.396329716E0,-3.145938846E0,3.455934451E0
1.415101717E1,-8.180810183E-1,1.140542682E0,-3.652691883E0,3.913087292E0
1.416106417E1,-1.592586978E0,5.583161241E-1,-4.440769084E0,4.750629457E0
1.417111017E1,-2.072390052E0,-3.355132341E-3,-5.035147911E0,5.444954203E0
1.418115617E1,-2.118931111E0,-1.599342120E-1,-5.571354543E0,5.962838204E0
1.419120317E1,-1.740108282E0,-2.778889239E-2,-5.419514632E0,5.692089941E0
1.420124917E1,-1.096757197E0,-2.603344131E-1,-4.924340250E0,5.051710330E0
1.421129617E1,-7.310648563E-2,-4.080058444E-1,-4.401216179E0,4.420691934E0
1.422134217E1,5.482533948E-1,-3.884726357E-1,-3.525148907E0,3.588616390E0
1.423138817E1,6.776042204E-1,-8.280826807E-3,-2.845278525E0,2.924863405E0
1.424143517E1,6.879876329E-1,2.031369495E-1,-2.155239835E0,2.271486375E0
1.425148117E1,1.186483890E0,2.604379088E-1,-6.546133339E-1,1.379887873E0
1.426152717E1,1.672279411E0,3.515053689E-1,1.078952206E0,2.020943422E0
1.427157417E1,2.020061419E0,3.648399442E-1,2.619100623E0,3.327678529E0
1.428162017E1,2.399117260E0,2.303107148E-1,3.407166713E0,4.173438830E0
1.429166617E1,2.834404458E0,-2.193506938E-1,4.640156214E0,5.441783995E0
1.430171317E1,2.662415042E0,-5.186638159E-1,5.907908581E0,6.500834548E0
1.431175917E1,1.609043820E0,-6.860567361E-1,6.930024682E0,7.147372800E0
1.432180517E1,1.113928203E0,-5.588394499E-1,7.471889080E0,7.575108184E0
1.433185217E1,7.819091190E-1,-5.890800798E-1,7.580636766E0,7.643588881E0
1.434189817E1,-4.625896756E-2,-9.837460864E-1,7.886457839E0,7.947711211E0
1.435194517E1,6.887100929E-2,-2.479921103E-1,8.044448436E0,8.048564714E0
1.436199117E1,7.485099694E-1,1.809625536E-1,7.915315018E0,7.952686744E0
1.437203717E1,1.108437741E0,1.410845429E-1,8.020184246E0,8.097647461E0
1.438208417E1,1.172834662E0,7.825328708E-3,6.837134644E0,6.937003137E0
1.439213017E1,1.723069495E0,-3.301343805E-1,5.994939709E0,6.246379696E0
1.440217617E1,2.126325646E0,-3.529443687E-1,5.099811099E0,5.536596764E0
1.441222317E1,1.759056476E0,-4.713966787E-1,4.032313589E0,4.424482726E0
1.442226917E1,8.995941281E-1,-1.085356076E0,2.864870791E0,3.192922181E0
1.443231517E1,-1.424491368E-1,-1.729464887E0,1.509210214E0,2.299794779E0
1.444236217E1,-1.081873840E0,-1.997519379E0,5.333871414E-1,2.333460203E0
1.445240817E1,-1.646153759E0,-2.046412042E0,-4.235543948E-2,2.626674405E0
1.446245517E1,-1.867707099E0,-1.964599555E0,-6.334996229E-1,2.783756992E0
1.447250117E1,-1.845612371E0,-1.804084715E0,-1.002822627E0,2.768873400E0
1.448254717E1,-1.172660122E0,-1.367965457E0,-1.085420396E0,2.103473007E0
1.449259417E1,-4.572454666E-1,-1.021406833E0,-7.534499896E-1,1.349085698E0
1.450264017E1,1.853764705E-2,-6.998690289E-1,-3.890468323E-1,8.009480256E-1
1.451268617E1,6.166213426E-1,-2.301961094E-1,-2.056407273E-2,6.585096886E-1
1.452273317E1,1.107298484E0,1.803667223E-1,4.696805209E-1,1.216240880E0
1.453277917E1,1.102651482E0,2.144817173E-1,4.799049622E-1,1.221536521E0
1.454282517E1,7.939437121E-1,-1.391637325E-4,9.616623223E-2,7.997465734E-1
1.455287217E1,1.278588720E-1,-4.813597494E-1,-7.993200442E-2,5.044246473E-1
1.456291817E1,-5.329336898E-1,-8.837610376E-1,-3.468077159E-1,1.088727460E0
1.457296417E1,-9.131247313E-1,-1.010325775E0,-4.763779217E-1,1.442737284E0
1.458301117E1,-1.068092903E0,-9.660477340E-1,-2.725246882E-1,1.465721795E0
1.459305717E1,-8.063772315E-1,-9.022914487E-1,2.056501194E-1,1.227463266E0
1.460310417E1,-3.378557384E-1,-7.884251100E-1,7.886589986E-1,1.165222584E0
1.461315017E1,7.632471090E-2,-4.625264525E-1,1.256229844E0,1.340846599E0
1.462319617E1,4.022031406E-1,-1.537987286E-1,1.652740647E0,1.707914829E0
1.463324317E1,8.961786964E-1,1.587752938E-2,2.116054720E0,2.298059166E0
1.464328917E1,1.022606389E0,1.245234740E-1,2.207567153E0,2.436099887E0
1.465333517E1,5.626756619E-1,1.812636852E-3,2.014520159E0,2.091625840E0
1.466338217E1,4.639995854E-1,-1.241346341E-1,2.223790253E0,2.275071012E0
1.467342817E1,7.877564809E-1,3.205256510E-1,2.453698679E0,2.596908580E0
1.468347417E1,8.137114672E-1,7.559210229E-1,2.693093628E0,2.913124823E0
1.469352117E1,1.264356012E0,9.960632461E-1,2.675504619E0,3.122348969E0
1.470356717E1,1.684656943E0,5.599381417E-1,2.536977063E0,3.096425739E0
1.471361317E1,2.091784389E0,1.902491015E-1,1.969465608E0,2.879331769E0
1.472366017E1,1.290048385E0,-1.042669648E-1,2.115989816E0,2.480425233E0
1.473370617E1,6.573137243E-1,8.169495821E-1,1.885638170E0,2.157567904E0
1.474375317E1,5.893361147E-1,1.451325118E0,3.208176609E0,3.570162295E0
1.475379917E1,5.920317543E-1,1.265081359E0,4.027553371E0,4.262876798E0
1.476384517E1,7.657349166E-1,8.422738731E-1,3.402987124E0,3.588327828E0
1.477389217E1,7.684760182E-1,1.547974330E-1,2.539605387E0,2.657839942E0
1.478393817E1,6.807259027E-1,-2.956089109E-1,1.435218962E0,1.615743127E0
1.479398417E1,6.116336311E-1,-1.095091106E0,7.762523764E-1,1.475089143E0
1.480403117E1,6.976022827E-1,-1.986910191E0,8.132629126E-1,2.257400633E0
1.481407717E1,5.453189331E-1,-1.843917702E0,-7.271657685E-2,1.924238273E0
1.482412317E1,2.398092243E-1,-1.091249485E0,-1.358828598E0,1.759189888E0
1.483417017E1,-2.771696798E-1,-4.931021279E-1,-2.732877499E0,2.790804931E0
1.484421617E1,-3.762575830E-1,-4.212421864E-1,-2.163027157E0,2.235553898E0
1.485426317E1,-4.250555943E-1,-3.787574869E-1,-1.357907662E0,1.472427489E0
1.486430917E1,-8.178497609E-1,-3.140931290E-1,-1.611908956E0,1.834607099E0
1.487435517E1,-1.168400718E0,1.022666323E-1,-1.712745359E0,2.075840882E0
1.488440217E1,-1.442292339E0,4.184758687E-1,-1.419376516E0,2.066387897E0
1.489444817E1,-1.677305385E0,5.728330064E-1,-1.472545248E0,2.304317798E0
1.490449417E1,-1.608240851E0,4.533855003E-1,-1.807274956E0,2.461349185E0
1.491454117E1,-2.132930807E0,2.587550801E-1,-1.618848431E0,2.690170675E0
1.492458717E1,-2.400686068E0,2.694572389E-1,-1.229559524E0,2.710667339E0
1.493463317E1,-1.623389671E0,2.931676984E-2,-1.624016200E0,2.296449894E0
1.494468017E1,-1.050173380E0,-4.173239672E-1,-1.683329186E0,2.027466540E0
1.495472617E1,-1.074759971E0,-7.883029032E-1,-1.853671442E0,2.283118105E0
1.496477217E1,-1.114012842E0,-6.787588263E-1,-2.514254783E0,2.832528071E0
1.497481917E1,-1.195074181E0,-2.226023304E-1,-2.650943974E0,2.916377556E0
1.498486517E1,-1.230879679E0,-3.426333886E-1,-2.314648383E0,2.643872077E0
1.499491217E1,-9.366450832E-1,-7.178638351E-1,-2.279497261E0,2.566854157E0
1.500495817E1,-5.925298639E-1,-9.013114554E-1,-2.241339501E0,2.487379492E0
1.501500417E1,-4.530206341E-1,-6.891972756E-1,-2.151028671E0,2.303724142E0
1.502505117E1,-7.237325393E-1,2.223783821E-1,-9.874847960E-1,1.244334021E0
1.503509717E1,-8.415738883E-1,6.900509691E-1,2.013804460E-1,1.106784095E0
1.504514317E1,-3.279227077E-1,7.704852676E-1,6.839359510E-1,1.081179557E0
1.505519017E1,4.235694879E-1,3.042990428E-1,7.785088170E-1,9.370618958E-1
1.506523617E1,1.178169734E0,1.957595176E-1,-2.276362167E-1,1.215822339E0
1.507528217E1,1.894012991E0,7.313855213E-1,-3.305050939E-1,2.057047303E0
1.508532917E1,2.002043370E0,1.039843104E0,5.965565125E-2,2.256769845E0
1.509537517E1,1.530274224E0,8.798018879E-1,-6.151214221E-2,1.766231668E0
1.510542117E1,1.025969123E0,5.833275890E-1,-8.388836575E-1,1.447967371E0
1.511546817E1,4.329062122E-1,5.255945206E-2,-1.413535148E0,1.479274112E0
1.512551417E1,-1.447138731E-1,-2.676867020E-1,-1.725936677E0,1.752556901E0
1.513556117E1,-4.901834171E-1,-3.550025886E-1,-1.700867910E0,1.805341593E0
1.514560717E1,-5.957990057E-1,-2.137999320E-1,-1.587528405E0,1.709073814E0
1.515565317E1,-8.228849445E-1,1.640079671E-1,-7.954002535E-1,1.156157346E0
1.516570017E1,-4.996281322E-2,3.261828321E-1,3.320189381E-1,4.681112025E-1
1.517574617E1,3.528783683E-1,6.721929878E-1,5.258786952E-1,9.235339505E-1
1.518579217E1,8.231618833E-2,8.603066862E-1,3.102651397E-2,8.647925726E-1
1.519583917E1,-4.575775519E-1,9.369829792E-1,-3.327726442E-1,1.094555596E0
1.520588517E1,-1.068006364E0,6.250808018E-1,-4.950369716E-1,1.332826022E0
1.521593117E1,-7.777216356E-1,3.219167036E-1,-6.562727737E-1,1.067321535E0
1.522597817E1,-5.427386300E-1,4.461220890E-1,-9.051402122E-1,1.145804932E0
1.523602417E1,-5.668024074E-1,3.299004918E-1,-6.779899174E-1,9.432760103E-1
1.524607117E1,-2.625713019E-1,4.267362303E-1,-2.781760222E-1,5.730876007E-1
1.525611717E1,-3.817542581E-1,3.731827515E-1,1.093937852E-1,5.449483277E-1
1.526616317E1,-9.449900101E-1,2.008004022E-1,1.902122823E-1,9.846357870E-1
1.527621017E1,-1.060707943E0,-7.092204809E-2,4.091671014E-1,1.139100081E0
1.528625617E1,-7.554693255E-1,-2.871327871E-1,2.724749869E-1,8.528902378E-1
1.529630217E1,-4.862029616E-1,-4.204194832E-1,-3.218465370E-1,7.188400762E-1
1.530634917E1,2.337757017E-2,-1.451302314E-1,-5.788299473E-1,5.972046573E-1
1.531639517E1,6.558865651E-1,2.175351334E-1,-3.320791644E-1,7.666715672E-1
1.532644117E1,6.088226187E-1,4.531638908E-1,9.679013014E-2,7.651083729E-1
1.533648817E1,6.239627411E-1,4.022638786E-1,9.616506279E-1,1.214873516E0
1.534653417E1,6.528120992E-1,1.855514485E-1,1.156743563E0,1.341137072E0
1.535658017E1,1.243865760E-1,-1.267196297E0,1.978953300E0,2.353192436E0
1.536662717E1,2.325047363E-1,1.119962822E0,6.736694098E-1,1.327480941E0
1.537667317E1,3.470937544E-1,1.626811169E0,-2.945535068E-1,1.689304716E0
1.538672017E1,2.065020587E-1,4.298522115E-1,-1.078522582E-2,4.770035063E-1
1.539676617E1,-7.422280133E-1,1.192533785E-1,6.399836004E-1,9.872703787E-1
1.540681217E1,-1.275639969E0,-4.119275719E-1,1.048154921E0,1.701637562E0
1.541685917E1,-8.029694742E-1,-6.481837356E-1,7.698800808E-1,1.287484940E0
1.542690517E1,-2.412875466E-1,-6.580000412E-1,6.759813988E-1,9.737220271E-1
1.543695117E1,-3.015376952E-1,-9.543989110E-1,1.275302292E0,1.621171860E0
1.544699817E1,-2.234087711E-1,-5.339039987E-1,1.625682072E0,1.725632394E0
1.545704417E1,6.686985455E-1,-1.685243565E-1,1.716052544E0,1.849430869E0
1.546709017E1,1.249412575E0,2.682942277E-1,1.019584841E0,1.634798710E0
1.547713717E1,1.767923925E0,1.165289853E0,-4.730081713E-1,2.169606457E0
1.548718317E1,2.059950978E0,1.633562365E0,-6.314794099E-1,2.703828818E0
1.549722917E1,8.223573795E-1,1.006799904E0,-1.728577280E0,2.162844682E0
1.550727617E1,9.150834024E-1,-1.236048764E-1,-2.533122579E0,2.696176144E0
1.551732217E1,3.272523975E-1,-1.171255767E-2,-2.210857966E0,2.234977463E0
1.552736917E1,1.578406530E-1,5.587996888E-1,-1.956025783E0,2.040393988E0
1.553741517E1,4.776780136E-1,2.252306539E-1,-2.241616659E0,2.302987273E0
1.554746117E1,-3.355166694E-1,-4.169725496E-1,-1.241141689E0,1.351617636E0
1.555750817E1,1.721223675E-1,-3.560287750E-1,-9.063486855E-1,9.888632553E-1
1.556755417E1,-3.239892492E-1,-6.956607878E-1,-4.078151886E-1,8.690375097E-1
1.557760017E1,-1.090032533E0,-1.190303072E0,-6.044091038E-1,1.723456612E0
1.558764717E1,-1.756537788E0,-1.437996975E0,-1.053515064E0,2.502629475E0
1.559769317E1,-2.389014587E0,-1.541109114E0,-1.615765779E0,3.270031659E0
1.560773917E1,-2.125149040E0,-1.406675195E0,-1.544096457E0,2.979803251E0
1.561778617E1,-9.993566173E-1,-4.128736514E-1,-1.168646155E0,1.592140740E0
1.562783217E1,3.338776217E-1,8.642746067E-1,-4.208024758E-1,1.017604828E0
1.563787917E1,1.183608595E0,4.835056776E-1,6.689583081E-1,1.442987271E0
1.564792517E1,1.710041314E0,-3.457037616E-1,1.012948251E0,2.017378632E0
1.565797117E1,1.263023139E0,-4.799499857E-1,1.744419726E0,2.206485808E0
1.566801817E1,6.333084921E-1,-7.623991531E-1,2.186062848E0,2.400250589E0
1.567806417E1,2.506802215E-1,-1.667860377E0,2.567421761E0,3.071848517E0
1.568811017E1,3.136150461E-1,-6.348421437E-1,3.204098761E0,3.281406378E0
1.569815717E1,6.350248691E-1,1.780614576E0,3.063172678E0,3.599565488E0
1.570820317E1,1.330500885E0,2.236745929E0,1.823212711E0,3.177635842E0
1.571824917E1,1.276904283E0,1.264720001E0,-4.207820106E-1,1.845821966E0
1.572829617E1,6.012614380E-1,7.359907883E-1,-3.121791015E0,3.263246374E0
1.573834217E1,3.714845739E-1,3.281919354E-1,-4.104764684E0,4.134586297E0
1.574838817E1,7.545990405E-1,-3.582910627E-1,-4.070721025E0,4.155545916E0
1.575843517E1,7.771433459E-1,1.579239392E-1,-2.681331954E0,2.796146062E0
1.576848117E1,5.596128172E-1,5.776405871E-1,-1.135728743E0,1.391659057E0
1.577852717E1,1.875067574E-1,4.877542645E-1,3.036839888E-1,6.043897514E-1
1.578857417E1,-2.133084004E-1,3.534133154E-1,1.276267083E0,1.341364645E0
1.579862017E1,-1.888192380E-1,3.948630577E-1,1.339966650E0,1.409638309E0
1.580866692E1,3.126286939E-3,8.501711226E-1,1.353665507E0,1.598502742E0
1.581871292E1,-1.843551812E-1,1.098112947E0,1.150155505E0,1.600842454E0
1.582875892E1,-1.533128250E-1,1.175680940E0,5.017975223E-1,1.287451455E0
1.583880592E1,-1.976930456E-1,6.768467867E-1,-5.777429865E-1,9.115871167E-1
1.584885192E1,-2.184088536E-1,2.954831958E-1,-1.458819494E0,1.504382619E0
1.585889792E1,-1.169720873E-2,3.642996615E-1,-1.673752617E0,1.712979536E0
1.586894492E1,1.180639087E-1,1.558230346E-1,-1.403600144E0,1.417149699E0
1.587899092E1,4.484257458E-1,1.340292925E-1,-7.038282517E-1,8.452358894E-1
1.588903692E1,8.335911964E-1,3.981532860E-1,-8.401751612E-1,1.248717191E0
1.589908392E1,8.858659621E-1,5.638119221E-1,-1.119608919E0,1.534980951E0
1.590912992E1,7.831232934E-1,8.113111120E-1,-1.073373231E0,1.556803747E0
1.591917692E1,3.619531008E-1,6.765088177E-1,-1.321875365E0,1.528407245E0
1.592922292E1,-3.129489751E-1,8.280242085E-3,-1.690050561E0,1.718800896E0
1.593926892E1,-1.597830176E0,2.484288973E-1,-8.707118795E-1,1.836550398E0
1.594931592E1,-2.008306030E0,4.289341986E-2,-1.468922898E0,2.488547254E0
1.595936192E1,-2.358830236E0,-1.245731753E-1,-1.043284848E0,2.582255184E0
1.596940792E1,-1.522483686E0,5.824750650E-1,-5.962382412E-1,1.735722851E0
1.597945492E1,-3.798343979E-1,1.092042367E0,-6.971208376E-1,1.350114130E0
1.598950092E1,7.355931046E-1,1.117495882E0,-1.356301285E0,1.905110873E0
1.599954692E1,1.233396467E0,4.763305593E-1,-1.847169338E0,2.271605646E0
1.600959392E1,1.307666631E0,6.365390056E-1,-1.100916760E0,1.824059109E0
1.601963992E1,1.160300863E0,1.918182603E0,-5.163952424E-1,2.300518776E0
1.602968592E1,8.079410693E-1,2.434347319E0,-1.285024458E0,2.868815696E0
1.603973292E1,5.927198254E-1,2.185904388E0,-5.741813743E-1,2.336488613E0
1.604977892E1,1.056616427E0,1.776522110E0,1.875570434E0,2.791098983E0
1.605982592E1,1.479846082E0,1.044313885E0,1.580786419E0,2.404042766E0
1.606987192E1,1.983899898E0,5.979456282E-1,1.888783826E0,2.803730037E0
1.607991792E1,2.179105246E0,1.053823797E0,2.251599026E0,3.305864855E0
1.608996492E1,2.063928400E0,1.289215742E0,1.860257600E0,3.063076233E0
1.610001092E1,2.310599332E0,1.447777612E0,1.339411018E0,3.037918887E0
1.611005692E1,2.076490851E0,1.571564337E0,4.000056839E-1,2.634697946E0
1.612010392E1,1.610698874E0,1.529285460E0,2.866056606E-2,2.221235311E0
1.613014992E1,8.706334537E-1,1.448313802E0,-2.518087341E-1,1.708514887E0
1.614019592E1,2.990499973E-1,1.402502621E0,3.896337466E-1,1.486021184E0
1.615024292E1,2.329559952E-1,1.225962317E0,1.790946606E0,2.182828863E0
1.616028892E1,5.594346964E-1,7.330970013E-1,2.844082770E0,2.989850363E0
1.617033592E1,8.853393473E-1,2.349183208E-1,3.746905730E0,3.857241881E0
1.618038192E1,1.219518978E0,2.337254888E-1,3.893012447E0,4.086245227E0
1.619042792E1,8.894992027E-1,4.973290801E-1,2.952177322E0,3.123122794E0
1.620047492E1,-2.831502485E-1,3.072863853E-1,2.099799899E0,2.140971415E0
1.621052092E1,-1.120044537E0,-2.997610188E-1,1.027564390E0,1.549272412E0
1.622056692E1,-1.465632378E0,-1.254416623E0,-2.538866884E-1,1.945789757E0
1.623061392E1,-1.331420213E0,-1.641041538E0,-5.308777723E-1,2.178882357E0
1.624065992E1,-1.075243609E0,-1.745959298E0,-1.473767316E-1,2.055782720E0
1.625070592E1,-1.123014776E0,-2.169318177E0,8.954206780E-2,2.444406128E0
1.626075292E1,-9.426715160E-1,-2.355644966E0,-4.173274755E-2,2.537604070E0
1.627079892E1,-1.063142650E0,-1.977541782E0,-1.191036898E-1,2.248361511E0
1.628084492E1,-1.127364228E0,-1.484435561E0,1.338649857E-1,1.868801453E0
1.629089192E1,-1.007647019E0,-7.596439451E-1,3.590815332E-1,1.312002662E0
1.630093792E1,-1.106128529E0,-3.102181792E-1,4.223155890E-1,1.223971445E0
1.631098492E1,-1.073822005E0,7.452861071E-3,5.247062554E-1,1.195184462E0
1.632103092E1,-8.575882425E-1,2.221626198E-1,9.888923670E-1,1.327675388E0
1.633107692E1,-4.905000439E-1,5.831135809E-2,1.376391295E0,1.462341788E0
1.634112392E1,-1.246567174E-1,-3.028541958E-1,1.342904876E0,1.382263892E0
1.635116992E1,2.719194283E-1,-6.922419208E-1,5.675594026E-1,9.355547701E-1
1.636121592E1,-2.329043204E-1,-7.232730943E-1,-2.374682915E-1,7.960901839E-1
1.637126292E1,-1.197700458E0,-2.276233345E-1,-1.218907067E0,1.723958586E0
1.638130892E1,-1.323426631E0,6.379739124E-1,-1.533928733E0,2.124007090E0
1.639135492E1,-7.494129257E-1,7.325485325E-1,-1.785800471E0,2.070586972E0
1.640140192E1,6.865515567E-2,3.566696298E-1,-1.473461946E0,1.517569392E0
1.641144792E1,8.118717869E-1,-6.163842380E-2,-6.671626282E-1,1.052635296E0
1.642149492E1,1.215637450E0,-3.327235276E-1,-9.266389623E-2,1.263750748E0
1.643154092E1,7.204164371E-1,-4.873929065E-1,7.031557488E-1,1.118472036E0
1.644158692E1,5.744482266E-1,3.873178107E-1,1.346136778E0,1.513965018E0
1.645163392E1,3.975131620E-1,8.858894241E-1,1.255000175E0,1.586771006E0
1.646167992E1,3.213214570E-1,5.806565809E-1,8.309263279E-1,1.063413422E0
1.647172592E1,1.168818940E-1,-3.074138546E-1,7.875525592E-1,8.534656927E-1
1.648177292E1,5.424889538E-2,-8.600605184E-1,1.244736118E0,1.513940237E0
1.649181892E1,8.062510778E-1,-1.144409446E0,1.167069161E0,1.822570769E0
1.650186492E1,1.003888867E0,-1.515339265E0,1.941695134E-1,1.828044788E0
1.651191192E1,-1.311029803E-2,-1.300245929E0,5.231271417E-1,1.401596719E0
1.652195792E1,-5.938560490E-1,-1.227085567E0,9.546257830E-1,1.664245890E0
